Income,Recency,Total_amount_spent,Customer_purchases_webvisits,Length_of_Association,Age
65685.0,54,769.0,26,82,49
25804.0,34,55.0,15,89,43
76412.0,15,1778.25,21,93,41
22063.0,43,55.0,14,90,49
57091.0,0,577.0,23,79,60
22419.0,74,162.0,16,93,58
84130.0,61,1778.25,26,92,62
78353.0,51,1576.0,32,93,62
84130.0,97,1616.0,22,93,67
37859.0,75,36.0,14,97,59
80995.0,83,1482.0,26,93,63
18985.5,23,22.0,11,83,37
55412.0,65,63.0,11,86,45
48789.0,94,680.0,24,101,33
56575.0,42,542.0,25,93,54
25130.0,10,50.0,14,88,41
35441.0,94,39.0,14,95,54
71391.0,50,1043.0,31,94,65
49494.0,46,385.0,21,93,49
81702.0,98,1633.0,30,100,41
45889.0,42,46.0,11,91,41
56628.0,30,761.0,25,82,44
34026.0,11,76.0,14,90,71
40049.0,61,290.0,19,98,47
34176.0,12,89.0,17,80,33
19419.0,76,70.0,20,99,40
82504.0,2,1066.0,18,90,61
81205.0,43,1778.25,21,84,51
61618.0,27,1345.0,22,100,33
55284.0,60,764.0,28,97,65
49980.0,79,195.0,16,87,58
18985.5,96,53.0,16,93,41
49166.0,17,368.0,19,91,47
65324.0,0,544.0,24,84,67
82347.0,38,1778.25,28,99,64
30843.0,43,35.0,11,80,55
46374.0,1,446.0,26,82,47
60474.0,25,1180.0,33,94,42
38576.0,2,41.0,12,83,48
55357.0,66,727.0,27,95,36
37758.0,49,40.0,14,100,55
84130.0,5,1062.0,28,93,33
23228.0,71,40.0,15,84,52
44602.0,35,292.0,25,83,52
18985.5,94,22.0,10,97,34
38683.0,80,341.0,24,100,33
49514.0,61,369.0,20,85,46
57906.0,29,401.0,21,92,48
43456.0,0,393.0,22,94,55
19485.0,80,22.0,11,88,35
53172.0,54,486.0,19,93,43
30545.0,71,69.0,14,99,42
70123.0,27,1727.0,20,88,38
62450.0,61,995.0,19,85,62
21675.0,55,45.0,17,79,45
42395.0,35,182.0,19,82,40
61346.0,34,989.0,26,88,43
80812.0,95,1677.0,20,88,68
42835.0,64,595.0,29,91,50
39922.0,30,156.0,17,95,38
84130.0,12,1226.0,29,82,65
18985.5,96,128.0,20,96,43
24762.0,16,86.0,17,83,49
35797.0,16,68.0,15,99,46
36627.0,78,22.0,10,90,46
51111.0,83,55.0,13,79,40
84130.0,96,1778.25,24,101,49
82072.0,67,1778.25,20,91,51
46231.0,87,263.0,24,98,68
42243.0,34,55.0,14,85,62
51195.0,46,564.0,32,94,59
68092.0,7,1281.0,25,85,43
31814.0,73,83.0,16,96,48
51390.0,54,353.0,23,101,56
76630.0,93,1003.0,26,84,38
26868.0,52,22.0,11,81,33
48948.0,53,902.0,30,96,71
55260.0,81,1139.0,31,98,49
64090.0,8,797.0,25,90,65
78331.0,97,1638.0,29,84,63
37087.0,50,401.0,23,89,47
21846.0,38,84.0,19,87,35
81320.0,61,928.0,20,96,63
54137.0,46,203.0,17,89,51
66825.0,73,858.0,18,90,54
57100.0,19,409.0,16,86,48
58917.0,10,282.0,21,94,52
84130.0,94,1423.0,18,81,44
84130.0,10,1449.0,20,86,60
45684.0,37,28.0,11,86,50
47889.0,94,67.0,11,85,47
45921.0,23,199.0,14,82,35
78420.0,75,1453.0,23,91,55
75114.0,40,1253.0,21,87,33
52278.0,24,1198.0,33,96,58
35641.0,11,178.0,17,90,49
84130.0,29,1778.25,21,98,33
62820.0,51,976.0,15,93,67
73113.0,86,1001.0,17,85,61
84130.0,9,1778.25,23,90,39
42607.0,30,350.0,17,86,67
74637.0,73,1650.0,28,92,67
46015.0,25,46.0,12,81,66
72354.0,67,1228.0,20,93,33
39858.0,67,95.0,13,96,52
34469.0,58,62.0,13,81,71
83033.0,82,1761.0,31,80,35
24401.0,98,467.0,24,101,42
77583.0,93,1149.0,21,83,43
74116.0,53,1778.25,21,85,39
74293.0,66,1127.0,18,81,33
68397.0,6,1416.0,24,86,45
79632.0,42,1113.0,22,81,47
46107.0,78,125.0,10,83,33
64950.0,29,966.0,32,102,70
25443.0,82,32.0,13,97,33
75127.0,92,833.0,20,80,69
32892.0,78,46.0,16,80,50
71796.0,54,960.0,21,87,50
67536.0,45,1778.25,33,92,51
55239.0,59,779.0,31,90,50
60554.0,8,811.0,29,90,46
64831.0,51,1120.0,28,92,69
56067.0,51,725.0,25,90,59
82025.0,76,1187.0,13,92,38
84130.0,62,1778.25,20,95,68
18985.5,86,66.0,16,97,35
51563.0,60,1250.0,27,100,34
57937.0,56,683.0,23,83,39
68274.0,83,305.0,16,88,42
39771.0,92,50.0,10,86,44
67893.0,31,995.0,24,100,46
27922.0,80,41.0,10,80,42
52190.0,39,77.0,14,80,45
44051.0,20,171.0,18,96,48
42767.0,53,131.0,15,93,50
46106.0,84,54.0,11,80,45
18985.5,50,53.0,20,96,45
59754.0,96,475.0,21,98,56
53700.0,94,694.0,27,101,69
59041.0,25,96.0,13,81,48
54237.0,48,361.0,22,93,64
70647.0,65,1079.0,28,100,54
52597.0,69,578.0,25,81,59
41021.0,12,64.0,13,97,52
40233.0,84,149.0,19,87,46
50183.0,47,231.0,22,79,41
54753.0,87,728.0,25,88,62
84130.0,35,1778.0,25,89,48
33471.0,47,93.0,17,100,48
34596.0,48,23.0,12,93,47
44010.0,46,662.0,33,100,41
84130.0,27,1198.0,19,84,33
40706.0,37,81.0,18,96,53
18985.5,8,92.0,18,99,33
59052.0,29,491.0,23,86,62
80573.0,85,1564.0,26,100,50
83715.0,2,926.0,24,84,59
82576.0,66,1778.25,20,102,62
56962.0,60,411.0,28,87,56
35704.0,54,94.0,13,85,69
53103.0,70,1085.0,33,88,67
46779.0,55,23.0,10,90,61
18985.5,20,22.0,14,79,56
33462.0,78,54.0,13,90,42
63693.0,63,1150.0,33,87,43
80763.0,17,1415.0,26,89,71
65352.0,43,405.0,20,89,47
82170.0,13,1778.25,21,86,43
75759.0,46,1778.25,31,87,52
79689.0,65,1315.0,29,93,45
35340.0,1,45.0,12,79,65
84130.0,6,1778.25,18,82,67
24884.0,32,22.0,11,98,49
42021.0,34,573.0,31,101,40
64449.0,70,805.0,28,83,33
64587.0,49,108.0,11,79,67
34824.0,65,23.0,10,82,33
75437.0,25,1493.0,29,86,43
26091.0,84,89.0,14,83,64
52845.0,7,936.0,31,89,48
46086.0,34,343.0,20,87,65
78028.0,38,528.0,27,101,65
84130.0,1,1778.25,13,88,34
56337.0,25,724.0,30,94,40
22434.0,25,58.0,15,95,34
36930.0,50,297.0,24,92,67
36130.0,46,488.0,25,96,67
65569.0,96,859.0,26,99,68
83844.0,57,1574.0,21,93,69
19514.0,47,69.0,18,84,53
36736.0,52,22.0,10,93,58
77568.0,30,1778.25,26,101,42
49187.0,63,116.0,10,84,45
30168.0,51,279.0,27,95,43
34053.0,14,103.0,15,101,53
38196.0,20,44.0,14,81,50
59412.0,56,406.0,18,81,70
70924.0,41,1363.0,23,82,56
54165.0,72,236.0,13,92,52
32300.0,1,39.0,13,97,48
20180.0,27,137.0,15,95,45
34961.0,77,79.0,17,79,48
28440.0,87,63.0,14,91,47
64504.0,81,1314.0,32,95,68
33564.0,51,71.0,11,79,55
18985.5,79,58.0,15,99,43
56320.0,11,702.0,25,94,54
28647.0,54,94.0,14,89,43
18985.5,93,80.0,16,96,34
32173.0,0,22.0,10,90,63
68316.0,54,1211.0,33,99,57
74538.0,21,1461.0,25,91,50
84130.0,58,1778.25,23,96,50
68695.0,3,1091.0,18,79,52
31056.0,99,55.0,13,96,44
79593.0,70,1366.0,21,80,48
28071.0,65,313.0,21,101,41
37334.0,44,62.0,15,83,63
46423.0,6,92.0,16,88,49
37126.0,9,72.0,12,82,50
47703.0,95,655.0,26,92,68
61180.0,70,704.0,21,81,62
38998.0,92,54.0,16,99,67
18985.5,62,178.0,33,100,33
76081.0,85,1033.0,16,80,59
34728.0,2,36.0,11,90,35
33168.0,0,122.0,17,100,56
33585.0,91,122.0,11,88,55
77037.0,3,1123.0,30,87,61
35196.0,68,497.0,26,99,37
44529.0,98,691.0,30,91,55
70924.0,41,1363.0,23,82,56
28764.0,16,22.0,12,80,55
69098.0,82,1778.25,30,95,71
25959.0,1,56.0,13,95,51
27100.0,64,37.0,12,94,38
70596.0,68,968.0,23,100,36
42557.0,98,270.0,23,101,47
53312.0,32,278.0,19,90,70
72228.0,87,1250.0,25,98,69
67605.0,84,938.0,18,94,34
62845.0,3,1178.0,33,100,71
65196.0,34,1155.0,31,90,63
42000.0,23,653.0,25,97,34
35860.0,37,49.0,11,80,48
65526.0,22,506.0,19,81,57
18985.5,19,38.0,15,101,60
83528.0,7,1650.0,24,81,33
64176.0,52,1778.25,33,102,56
22304.0,91,22.0,12,102,65
67023.0,93,906.0,26,83,43
32892.0,78,46.0,16,80,50
70713.0,23,1477.0,28,98,55
59925.0,83,766.0,29,98,66
39722.0,92,47.0,12,83,68
46610.0,4,467.0,20,90,63
84130.0,32,1778.25,22,91,60
84130.0,27,1298.0,27,93,40
26907.0,10,22.0,13,89,45
50014.0,9,396.0,20,84,53
41014.0,65,22.0,11,93,43
66294.0,68,967.0,15,82,56
36715.0,16,357.0,28,98,50
79456.0,12,1401.0,19,101,65
40479.0,95,22.0,10,89,39
75345.0,16,1778.25,23,96,51
54233.0,46,981.0,33,96,44
24163.0,3,22.0,10,87,51
84130.0,80,523.0,27,97,63
43776.0,77,23.0,10,81,38
71691.0,0,1192.0,19,82,63
84130.0,62,1778.25,22,80,48
39190.0,91,133.0,14,81,47
71367.0,24,777.0,19,89,62
38578.0,2,73.0,17,91,49
57236.0,22,121.0,13,82,56
61825.0,56,424.0,19,90,42
79803.0,54,868.0,14,80,63
80910.0,71,756.0,16,99,35
27590.0,38,22.0,11,93,39
56775.0,62,937.0,30,97,42
83829.0,78,1778.25,18,88,46
54210.0,18,367.0,19,92,42
38508.0,95,443.0,28,90,35
53187.0,66,267.0,18,87,51
30023.0,28,61.0,14,82,49
76045.0,78,1323.0,23,86,61
50870.0,13,63.0,11,79,69
18985.5,27,64.0,13,90,51
65463.0,17,562.0,24,84,47
66480.0,71,312.0,23,80,56
76773.0,79,1156.0,17,95,67
81698.0,1,1104.0,21,95,38
54466.0,78,22.0,10,83,48
84130.0,23,1778.25,20,83,61
18985.5,75,44.0,17,89,37
71819.0,70,1574.0,20,89,50
33569.0,10,63.0,13,87,38
36262.0,24,426.0,18,88,38
22634.0,47,96.0,14,96,55
47025.0,98,635.0,32,88,43
70566.0,4,757.0,25,88,53
31605.0,15,125.0,16,98,42
52034.0,67,332.0,23,92,48
48526.0,32,135.0,11,85,42
46734.0,40,330.0,21,98,67
39552.0,54,384.0,28,97,59
84130.0,78,1722.0,26,102,55
46931.0,94,78.0,10,81,44
18985.5,51,24.0,10,97,36
63998.0,42,1168.0,29,85,69
67381.0,67,957.0,24,96,70
25930.0,87,22.0,11,87,54
42693.0,29,57.0,10,79,43
84130.0,89,1778.25,27,99,45
72903.0,74,1778.25,25,87,36
49669.0,97,326.0,20,80,47
36778.0,63,77.0,18,102,53
84130.0,88,1313.0,21,93,59
18985.5,34,30.0,13,80,33
49678.0,81,315.0,21,96,60
56129.0,65,660.0,26,91,68
37155.0,51,74.0,12,96,33
21282.0,76,46.0,13,80,43
33419.0,76,86.0,15,89,59
63285.0,84,1103.0,28,87,71
21255.0,56,61.0,15,84,47
42162.0,31,145.0,15,86,40
54450.0,0,684.0,33,101,65
57744.0,91,411.0,24,86,67
26576.0,40,27.0,13,100,35
57513.0,59,1060.0,33,91,71
68142.0,96,1459.0,30,101,57
18985.5,61,22.0,12,101,42
83145.0,14,1778.25,28,100,47
54197.0,16,237.0,13,82,61
23091.0,98,48.0,17,80,58
46049.0,11,515.0,33,90,45
56715.0,52,1020.0,19,98,47
79410.0,19,1370.0,12,80,60
57304.0,61,1026.0,30,95,70
44375.0,73,301.0,17,82,56
54450.0,0,684.0,33,101,65
59594.0,74,499.0,24,99,56
80685.0,55,1004.0,23,101,33
40344.0,48,218.0,19,87,47
62710.0,53,606.0,26,92,49
48985.0,13,75.0,10,91,53
35322.0,34,106.0,17,101,53
77142.0,54,990.0,19,92,71
81657.0,69,1097.0,17,84,52
18985.5,81,22.0,10,83,33
20130.0,99,34.0,13,82,47
74214.0,3,1711.0,21,101,33
66726.0,61,438.0,24,84,64
23724.0,65,75.0,15,97,42
47353.0,93,225.0,18,86,61
33444.0,24,22.0,12,99,69
54386.0,8,470.0,20,92,40
28510.0,72,91.0,14,93,40
84130.0,29,1778.25,19,83,33
48070.0,33,504.0,26,96,71
43140.0,68,235.0,17,97,64
54959.0,55,1232.0,28,96,60
18985.5,76,88.0,17,93,63
26954.0,17,22.0,11,80,50
22327.0,94,24.0,10,90,36
44393.0,86,60.0,11,89,56
62000.0,25,1020.0,30,89,69
31497.0,22,155.0,18,98,59
45894.0,15,51.0,10,83,47
78579.0,35,1778.25,19,97,51
67369.0,81,1461.0,29,98,52
58401.0,55,96.0,10,81,61
62307.0,94,160.0,14,83,69
43641.0,50,139.0,16,93,52
63841.0,64,908.0,28,93,53
46891.0,91,183.0,12,89,56
70091.0,11,1161.0,27,94,52
78075.0,72,988.0,15,82,49
59184.0,6,1072.0,32,101,60
54809.0,0,174.0,16,88,44
58113.0,66,758.0,29,96,62
51412.0,42,195.0,15,85,63
18985.5,60,31.0,13,100,42
66636.0,64,1084.0,18,89,64
50965.0,87,685.0,30,95,65
84130.0,96,1672.0,28,86,56
18985.5,1,43.0,13,87,33
40451.0,54,49.0,10,83,64
36317.0,53,133.0,16,92,56
42213.0,96,363.0,22,87,64
65748.0,58,545.0,19,93,66
77044.0,12,1065.0,33,87,49
74918.0,78,1778.25,24,95,52
56721.0,64,296.0,21,99,49
42160.0,26,140.0,17,91,46
61559.0,8,530.0,20,90,56
33629.0,49,152.0,22,102,58
68682.0,56,1598.0,26,88,33
34377.0,55,114.0,15,96,58
18985.5,25,101.0,18,101,35
26228.0,50,25.0,12,88,48
77297.0,84,789.0,26,96,64
40211.0,30,87.0,15,90,40
33438.0,81,90.0,16,88,63
75032.0,74,1215.0,23,93,62
61284.0,76,811.0,28,87,66
22518.0,36,61.0,12,99,35
54730.0,64,405.0,22,89,46
38452.0,62,72.0,16,82,66
44421.0,53,189.0,22,95,50
38197.0,86,40.0,10,91,35
41986.0,15,63.0,14,83,43
28427.0,67,52.0,15,94,38
37395.0,47,39.0,11,81,45
64722.0,47,805.0,31,80,50
55249.0,81,130.0,11,81,65
84130.0,98,1631.0,26,88,49
28691.0,56,34.0,13,91,33
44213.0,48,152.0,18,86,69
25707.0,18,22.0,12,84,37
59062.0,74,71.0,11,88,54
76624.0,68,899.0,24,80,59
66000.0,36,711.0,11,81,71
27683.0,90,351.0,24,102,43
18985.5,65,22.0,33,80,50
18985.5,63,119.0,20,98,33
40521.0,82,22.0,10,94,53
20427.0,63,22.0,12,82,48
65106.0,55,973.0,33,80,46
69969.0,64,1536.0,16,89,56
67433.0,51,992.0,32,90,69
77766.0,97,1529.0,33,95,54
74716.0,92,860.0,21,88,49
68118.0,51,928.0,29,87,58
55158.0,72,418.0,25,102,51
62972.0,39,587.0,22,102,66
74190.0,49,641.0,21,80,46
39356.0,21,23.0,10,82,45
76653.0,91,1778.25,25,89,52
35860.0,37,49.0,11,80,48
84130.0,98,1778.25,19,92,38
73450.0,85,1778.25,30,86,39
31454.0,40,48.0,16,91,61
47139.0,2,83.0,14,83,69
83829.0,78,1778.25,18,88,46
53378.0,41,793.0,33,100,58
19656.0,94,84.0,16,96,51
45579.0,10,183.0,16,89,71
84130.0,73,1383.0,21,79,63
55956.0,22,999.0,20,82,71
64191.0,30,825.0,27,96,58
38808.0,21,246.0,22,101,49
57183.0,51,610.0,33,94,55
23748.0,97,76.0,17,98,53
66303.0,56,1286.0,30,95,50
37368.0,4,30.0,10,85,46
40800.0,77,99.0,15,97,57
71847.0,95,1192.0,25,100,43
46149.0,36,362.0,23,86,46
78687.0,13,1778.25,21,102,38
49118.0,90,1229.0,33,101,50
37633.0,49,38.0,15,100,64
39767.0,18,485.0,25,90,70
26997.0,89,434.0,20,99,70
33986.0,43,44.0,12,94,51
57091.0,82,496.0,25,98,49
46831.0,84,78.0,11,92,52
83151.0,80,1778.25,25,96,49
52531.0,68,794.0,27,97,50
18985.5,12,22.0,11,89,65
22804.0,75,26.0,14,90,50
43050.0,10,76.0,13,82,48
42997.0,91,22.0,11,86,44
48918.0,21,62.0,11,81,58
60033.0,28,198.0,12,82,67
34043.0,97,49.0,14,87,43
57811.0,49,802.0,30,91,55
78569.0,14,1736.0,16,83,71
18985.5,5,57.0,16,97,43
84130.0,37,59.0,10,92,50
84130.0,62,1778.25,20,95,68
23148.0,83,37.0,13,83,36
44267.0,48,310.0,25,95,51
71626.0,94,1305.0,22,99,42
60894.0,61,832.0,33,91,55
50200.0,70,401.0,27,94,45
81051.0,43,1501.0,25,80,56
65169.0,23,1189.0,33,84,39
59868.0,37,1194.0,33,90,49
65695.0,50,656.0,25,84,61
64857.0,78,1540.0,27,98,65
45143.0,74,311.0,22,89,56
74805.0,14,820.0,28,87,66
59060.0,77,274.0,18,84,33
27238.0,39,57.0,18,93,59
47009.0,89,448.0,21,88,56
46094.0,62,44.0,12,79,48
40321.0,59,102.0,15,90,49
37235.0,68,61.0,10,84,37
81843.0,13,1643.0,30,93,61
46692.0,37,397.0,21,92,63
77382.0,36,1121.0,27,85,53
37774.0,28,473.0,25,101,44
18985.5,2,50.0,16,82,47
72828.0,17,1678.0,33,95,59
24711.0,86,58.0,14,81,39
45503.0,54,170.0,14,88,46
18985.5,2,373.0,19,85,39
71604.0,3,1196.0,21,86,71
27244.0,84,101.0,15,83,42
48752.0,8,316.0,26,98,52
71434.0,4,1400.0,25,88,59
84130.0,57,1424.0,28,90,71
84130.0,24,844.0,29,101,43
51948.0,51,311.0,18,88,46
71853.0,29,1149.0,18,93,39
35876.0,13,129.0,14,81,38
40049.0,23,32.0,11,87,69
39660.0,36,299.0,23,102,39
50127.0,88,320.0,19,80,59
43263.0,2,441.0,21,98,44
62845.0,3,1178.0,33,100,71
18985.5,15,85.0,12,95,33
24367.0,58,24.0,13,94,39
33249.0,11,112.0,14,95,46
26887.0,27,30.0,11,96,62
50150.0,32,410.0,21,91,38
62061.0,12,800.0,30,89,45
84130.0,88,1313.0,21,93,59
76542.0,91,1483.0,25,94,65
70515.0,12,1258.0,19,87,33
18985.5,21,28.0,12,99,34
69139.0,23,227.0,15,84,56
69109.0,10,1555.0,24,99,39
69627.0,35,861.0,28,94,59
38136.0,69,103.0,16,93,43
62159.0,68,634.0,23,81,71
80695.0,85,1778.25,21,85,58
33316.0,34,131.0,16,88,50
58554.0,55,586.0,29,100,53
18985.5,10,62.0,15,86,33
53034.0,30,447.0,30,92,47
52203.0,36,939.0,33,102,71
59601.0,14,797.0,23,90,44
75154.0,79,1143.0,19,101,63
47025.0,52,415.0,23,87,45
37971.0,97,30.0,13,86,48
41335.0,24,187.0,19,85,53
67267.0,0,251.0,13,80,63
57338.0,96,237.0,17,81,46
50523.0,89,91.0,14,85,61
35791.0,94,35.0,14,93,56
50611.0,98,493.0,28,100,61
56242.0,72,971.0,33,95,52
48904.0,1,371.0,25,98,61
56243.0,26,396.0,25,85,46
21355.0,5,68.0,13,89,36
57420.0,22,322.0,22,91,50
46390.0,56,222.0,17,81,66
54342.0,74,177.0,18,91,65
20895.0,24,45.0,15,100,48
84130.0,9,1778.25,21,84,71
26907.0,10,22.0,13,89,45
44964.0,35,41.0,13,97,41
75507.0,56,1440.0,24,81,42
53761.0,7,325.0,22,87,49
22682.0,51,95.0,14,88,48
38887.0,17,42.0,12,83,49
41658.0,30,72.0,10,99,46
29791.0,21,22.0,12,80,49
63915.0,2,789.0,28,90,65
39996.0,85,22.0,10,80,47
26759.0,65,59.0,14,83,49
63841.0,64,908.0,28,93,53
51039.0,11,417.0,21,98,52
60544.0,92,289.0,21,101,60
65685.0,54,769.0,26,82,49
37716.0,4,188.0,17,81,68
36864.0,53,354.0,22,102,64
44511.0,39,727.0,33,100,51
36947.0,49,146.0,20,102,54
47352.0,70,319.0,23,94,70
67087.0,40,794.0,26,85,68
57045.0,40,454.0,21,101,71
36957.0,43,152.0,20,101,68
69389.0,17,797.0,26,100,44
80134.0,40,1690.0,22,92,49
43142.0,84,22.0,11,83,52
80589.0,25,1428.0,22,84,71
34412.0,62,209.0,20,95,33
57537.0,83,545.0,23,92,42
22634.0,47,96.0,14,96,55
51315.0,45,222.0,12,83,71
36026.0,34,61.0,13,82,49
24639.0,3,44.0,15,84,48
34578.0,1,22.0,10,81,49
65704.0,18,817.0,24,87,49
63810.0,45,1371.0,31,99,55
54132.0,81,42.0,12,83,52
18985.5,77,60.0,13,97,62
28164.0,23,78.0,16,93,51
34596.0,48,23.0,12,93,47
43269.0,61,22.0,12,88,49
38741.0,60,61.0,14,82,63
31907.0,75,449.0,21,95,49
27100.0,64,37.0,12,94,38
31163.0,54,38.0,11,83,48
84130.0,84,1131.0,25,85,36
34853.0,75,34.0,13,85,48
70844.0,16,294.0,24,87,54
31086.0,79,48.0,14,93,42
60544.0,92,289.0,21,101,60
20491.0,16,30.0,11,96,35
42523.0,96,125.0,10,81,57
39922.0,30,156.0,17,95,38
33402.0,60,70.0,17,90,69
36408.0,11,22.0,10,88,71
21645.0,75,65.0,18,101,42
78427.0,36,1778.25,26,99,71
82657.0,71,1778.25,27,88,71
51876.0,88,310.0,14,87,63
78041.0,93,1319.0,20,97,50
52852.0,93,879.0,33,98,64
70038.0,54,1244.0,19,87,39
69401.0,41,690.0,19,82,48
46053.0,46,209.0,17,95,49
77343.0,28,1134.0,18,79,56
73892.0,40,1507.0,24,86,68
40304.0,82,57.0,13,88,54
32727.0,38,529.0,25,101,56
68695.0,3,1091.0,18,79,52
43300.0,87,180.0,19,100,50
26290.0,49,77.0,16,97,49
84130.0,16,1778.25,27,83,51
38410.0,65,534.0,24,101,47
64866.0,9,556.0,26,84,71
57957.0,24,637.0,28,89,62
46015.0,25,46.0,12,81,66
18985.5,43,44.0,16,79,43
28072.0,10,47.0,12,91,35
49476.0,29,795.0,24,91,58
50725.0,45,586.0,29,95,68
83844.0,57,1574.0,21,93,69
41145.0,20,22.0,10,83,71
67419.0,29,1471.0,30,96,51
23162.0,82,65.0,14,85,51
34380.0,68,175.0,20,93,44
34704.0,65,40.0,10,93,55
84130.0,99,1078.0,25,101,52
65148.0,9,1115.0,25,98,63
39898.0,20,134.0,16,95,67
64857.0,78,1540.0,27,98,65
59892.0,26,87.0,10,87,51
41020.0,68,217.0,13,87,34
57072.0,79,1034.0,32,84,60
60474.0,25,1180.0,33,94,42
62807.0,83,819.0,28,101,61
19414.0,32,32.0,13,87,40
19107.0,49,46.0,13,89,41
75484.0,50,1159.0,22,102,45
70379.0,84,860.0,29,95,45
79419.0,96,1631.0,17,79,51
64014.0,56,444.0,29,79,71
76998.0,85,1778.25,33,97,66
49854.0,63,380.0,24,86,49
60585.0,17,736.0,33,91,50
42873.0,11,269.0,23,96,71
84130.0,62,1778.25,33,90,33
57867.0,48,612.0,31,88,43
35765.0,86,75.0,14,85,33
65492.0,73,1045.0,28,84,62
32952.0,36,55.0,13,86,44
53374.0,34,1064.0,30,101,52
71706.0,16,1443.0,30,99,62
68487.0,48,1366.0,33,96,33
53253.0,61,436.0,24,96,46
31163.0,54,38.0,11,83,48
42014.0,56,436.0,28,101,44
54108.0,74,747.0,33,99,48
49667.0,35,1396.0,30,101,66
63206.0,65,928.0,16,82,47
57136.0,48,642.0,32,91,49
46772.0,88,1048.0,33,99,46
78931.0,19,943.0,25,87,50
53977.0,21,907.0,32,92,63
84130.0,27,1198.0,19,84,33
46098.0,86,120.0,19,101,46
73538.0,92,1658.0,33,98,56
79529.0,1,1638.0,24,81,35
20981.0,14,73.0,15,93,44
51766.0,74,275.0,17,82,41
55759.0,84,854.0,33,98,59
33039.0,4,78.0,12,89,43
37787.0,50,106.0,15,88,49
27242.0,2,106.0,16,99,51
84130.0,73,1778.25,22,92,38
69930.0,21,1662.0,25,92,50
37697.0,82,84.0,13,83,45
37401.0,14,48.0,14,81,48
18985.5,56,22.0,14,93,48
58597.0,20,733.0,33,98,45
82032.0,54,1234.0,18,82,71
28087.0,77,112.0,16,98,63
74004.0,5,1658.0,18,83,34
19740.0,65,55.0,12,94,61
57036.0,33,1513.0,33,98,46
53083.0,65,271.0,24,92,63
69283.0,41,904.0,32,79,46
46098.0,86,120.0,19,101,46
23331.0,92,103.0,16,101,33
23331.0,97,269.0,26,100,33
18985.5,91,22.0,13,85,33
67786.0,0,1156.0,17,86,62
71969.0,59,1086.0,27,99,50
59235.0,4,1128.0,33,97,54
31928.0,5,72.0,16,82,33
74881.0,48,964.0,32,95,60
65819.0,99,1383.0,23,98,43
51411.0,81,22.0,10,92,68
51983.0,95,793.0,31,101,57
42386.0,43,100.0,15,96,35
30390.0,5,80.0,12,89,34
30983.0,50,167.0,16,99,58
66033.0,76,677.0,27,96,64
37284.0,46,23.0,10,94,46
57530.0,68,92.0,10,87,70
76800.0,33,641.0,17,83,56
63943.0,50,1106.0,22,101,65
76081.0,85,1033.0,16,80,59
67445.0,63,1174.0,33,102,47
37054.0,89,25.0,13,88,54
47175.0,81,240.0,25,99,59
31859.0,77,22.0,11,91,45
27215.0,50,102.0,17,96,60
70179.0,10,1034.0,31,90,45
39922.0,30,156.0,17,95,38
49681.0,66,458.0,28,87,45
24645.0,16,22.0,12,99,33
79865.0,12,792.0,22,79,67
44322.0,30,92.0,16,79,36
47958.0,8,407.0,21,96,69
63972.0,93,1269.0,27,98,57
75315.0,14,841.0,25,81,67
55517.0,53,633.0,32,100,71
75283.0,26,1019.0,29,94,64
82800.0,23,1315.0,29,98,71
38998.0,92,54.0,16,99,67
84130.0,29,1778.25,19,83,33
27161.0,41,52.0,12,87,35
42014.0,56,436.0,28,101,44
38201.0,19,268.0,23,94,61
45203.0,4,147.0,14,82,39
81574.0,89,1778.25,19,81,71
34935.0,71,137.0,15,91,33
60482.0,81,507.0,24,96,45
34633.0,31,22.0,10,84,65
78093.0,53,1105.0,18,85,71
82460.0,78,974.0,16,86,71
45903.0,80,66.0,12,81,55
81361.0,18,778.0,28,83,34
35860.0,37,49.0,11,80,48
40442.0,52,169.0,19,101,69
61482.0,39,299.0,14,79,56
34968.0,11,221.0,24,94,41
75794.0,33,1682.0,28,85,34
31497.0,22,155.0,18,98,59
74268.0,83,892.0,15,95,66
18985.5,43,58.0,14,101,33
45143.0,74,311.0,22,89,56
52569.0,54,95.0,10,82,54
48432.0,3,424.0,27,99,48
18985.5,96,47.0,19,83,61
36108.0,68,339.0,24,87,37
76445.0,2,1410.0,27,100,50
36663.0,40,35.0,10,81,46
53843.0,64,562.0,27,91,56
84130.0,26,1778.25,26,100,65
70638.0,69,1334.0,23,92,66
44512.0,57,32.0,10,89,61
27116.0,78,41.0,14,83,60
54072.0,71,39.0,13,90,58
71855.0,59,1141.0,28,96,44
51250.0,28,710.0,33,94,33
60432.0,61,401.0,25,82,48
65526.0,22,506.0,19,81,57
68655.0,95,1538.0,24,102,33
18985.5,38,57.0,15,98,43
64509.0,19,1722.0,23,89,33
33955.0,92,270.0,23,90,46
31353.0,24,31.0,14,85,44
55434.0,21,882.0,28,88,37
28359.0,35,22.0,11,87,38
57100.0,9,311.0,17,80,34
69139.0,23,227.0,15,84,56
52973.0,92,1152.0,33,99,65
51717.0,55,122.0,15,89,56
18985.5,14,77.0,17,97,50
66664.0,78,1289.0,22,100,39
50664.0,64,561.0,33,96,62
54414.0,49,211.0,17,96,58
54549.0,8,233.0,19,83,69
47111.0,35,1092.0,30,101,50
41003.0,11,601.0,23,94,58
19444.0,8,54.0,17,83,39
36301.0,53,78.0,14,87,45
